Coindcx_name,Base_currency_short_name,Target_currency_short_name,Target_currency_name,Base_currency_name,Min_quantity,Max_quantity,Min_price,Max_price,Min_notional,Base_currency_precision,Target_currency_precision,Step,order_types,Symbol,Ecode,Max_leverage,Max_leverage_short,Pair,Status
BUSDUSDT,USDT,BUSD,Binance USD,Tether,1.0,15000000.0,0.19988,4.997,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BUSDUSDT,B,,,B-BUSD_USDT,active
IOTXBTC,BTC,IOTX,IoTeX,Bitcoin,1.0,90000000.0,1.86e-07,4.65e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",IOTXBTC,B,8.0,0.0,B-IOTX_BTC,active
LINKETH,ETH,LINK,Chainlink,Ethereum,0.01,92141578.0,0.0007696,0.01924,0.005,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LINKETH,B,2.0,0.0,B-LINK_ETH,active
LRCETH,ETH,LRC,Loopring,Ethereum,1.0,90000000.0,3.7168e-05,0.0009292,0.005,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LRCETH,B,1.0,0.0,B-LRC_ETH,active
TVKBTC,BTC,TVK,Terra Virtua Kolect,Bitcoin,1.0,90000000.0,2.84e-07,7.1e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TVKBTC,B,1.0,0.0,B-TVK_BTC,active
SSXUSDT,USDT,SSX,Somesing,Tether,1.0,55780599.0,0.006657666666666667,0.059919,10.0,6,4,0.0001,['limit_order'],SSXUSDT,H,,,H-SSX_USDT,active
DEXEETH,ETH,DEXE,DeXe,Ethereum,0.01,92141578.0,0.000305,0.007625,0.005,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DEXEETH,B,,,B-DEXE_ETH,active
BABYUSDT,USDT,BABY,Metababy,Tether,1.0,33333333.0,0.000760666666666667,0.006846,10.0,6,4,0.0001,['limit_order'],BABYUSDT,H,,,H-BABY_USDT,active
BRISEUSDT,USDT,BRISE,Bitgert,Tether,1.0,1668613382279.0,5.89e-08,5.301e-07,10.0,10,2,0.01,['limit_order'],BRISEUSDT,H,,,H-BRISE_USDT,active
ETCBNB,BNB,ETC,Ethereum Classic,Binance Coin,0.01,9000000.0,0.01326,0.3315,0.05,4,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETCBNB,B,,,B-ETC_BNB,active
EGLDETH,ETH,EGLD,Elrond eGold,Ethereum,0.0001,92141578.0,0.00431,0.10775,0.005,5,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",EGLDETH,B,,,B-EGLD_ETH,active
IOTAETH,ETH,IOTA,MIOTA,Ethereum,1.0,90000000.0,2.342e-05,0.0005855,0.005,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",IOTAETH,B,1.0,0.0,B-IOTA_ETH,active
PHABTC,BTC,PHA,Phala.Network,Bitcoin,1.0,90000000.0,1.002e-06,2.505e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PHABTC,B,,,B-PHA_BTC,active
XLMBTC,BTC,XLM,Stellar Lumens,Bitcoin,1.0,90000000.0,6.9e-07,1.725e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XLMBTC,B,15.0,0.0,B-XLM_BTC,active
LITUSDT,USDT,LIT,Litentry,Tether,0.1,900000.0,0.2176,5.44,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LITUSDT,B,2.0,0.0,B-LIT_USDT,active
LPTUSDT,USDT,LPT,Livepeer,Tether,0.01,9222440.0,1.312,32.8,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LPTUSDT,B,3.0,0.0,B-LPT_USDT,active
FORTHUSDT,USDT,FORTH,Ampleforth Governance Token,Tether,0.01,90000.0,0.72,18.0,10.0,3,3,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FORTHUSDT,B,,,B-FORTH_USDT,active
LRCBTC,BTC,LRC,Loopring,Bitcoin,1.0,90000000.0,2.328e-06,5.82e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LRCBTC,B,2.0,0.0,B-LRC_BTC,active
MTLBTC,BTC,MTL,Metal DAO,Bitcoin,0.1,90000000.0,8.318e-06,0.00020795,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MTLBTC,B,1.0,0.0,B-MTL_BTC,active
PENDLEUSDT,USDT,PENDLE,Pendle,Tether,0.1,92141578.0,0.0001,1000.0,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PENDLEUSDT,B,,,B-PENDLE_USDT,active
LRCUSDT,USDT,LRC,Loopring,Tether,1.0,9000000.0,0.06968,1.742,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LRCUSDT,B,3.0,0.0,B-LRC_USDT,active
LSKUSDT,USDT,LSK,Lisk Coin,Tether,0.1,900000.0,0.2184,5.46,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LSKUSDT,B,1.0,0.0,B-LSK_USDT,active
NEOBTC,BTC,NEO,NEO,Bitcoin,0.01,100000.0,8.1e-05,0.002025,0.0001,6,2,0.01,"['stop_limit', 'take_profit', 'market_order', 'limit_order']",NEOBTC,B,5.0,0.0,B-NEO_BTC,active
OGNBTC,BTC,OGN,Origin Protocol,Bitcoin,1.0,90000000.0,8.26e-07,2.065e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OGNBTC,B,1.0,0.0,B-OGN_BTC,active
QTUMETH,ETH,QTUM,Qtum,Ethereum,0.1,90000000.0,0.0003368,0.00842,0.005,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",QTUMETH,B,1.0,0.0,B-QTUM_ETH,active
XMRBNB,BNB,XMR,Monero,Binance Coin,0.001,900000.0,0.10062,2.5155,0.05,4,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XMRBNB,B,,,B-XMR_BNB,active
MOBUSDT,USDT,MOB,MobileCoin,Tether,0.01,92141578.0,0.2728,6.82,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MOBUSDT,B,,,B-MOB_USDT,active
ROSEBTC,BTC,ROSE,Oasis Network,Bitcoin,1.0,90000000.0,4e-07,1e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ROSEBTC,B,3.0,0.0,B-ROSE_BTC,active
TLMBTC,BTC,TLM,Alien Worlds,Bitcoin,1.0,90000000.0,1.38e-07,3.45e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TLMBTC,B,,,B-TLM_BTC,active
HBARBTC,BTC,HBAR,Hedera Hashgraph,Bitcoin,1.0,90000000.0,4.24e-07,1.06e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HBARBTC,B,8.0,0.0,B-HBAR_BTC,active
LSKBTC,BTC,LSK,Lisk Coin,Bitcoin,0.1,90000000.0,7.264e-06,0.0001816,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LSKBTC,B,2.0,0.0,B-LSK_BTC,active
RLCETH,ETH,RLC,iExec RLC,Ethereum,0.1,90000000.0,0.0001822,0.004555,0.005,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",RLCETH,B,1.0,0.0,B-RLC_ETH,active
MBOXUSDT,USDT,MBOX,MOBOX,Tether,0.1,92141578.0,0.0968,2.42,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MBOXUSDT,B,,,B-MBOX_USDT,active
SANDETH,ETH,SAND,The Sandbox,Ethereum,0.1,92141578.0,6.756e-05,0.001689,0.005,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SANDETH,B,,,B-SAND_ETH,active
LOOMBTC,BTC,LOOM,Loom Network,Bitcoin,1.0,90000000.0,4.3e-07,1.075e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LOOMBTC,B,2.0,0.0,B-LOOM_BTC,active
LSKETH,ETH,LSK,Lisk Coin,Ethereum,0.1,92141578.0,0.0001158,0.002895,0.005,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LSKETH,B,1.0,0.0,B-LSK_ETH,active
CVXBTC,BTC,CVX,Convex Finance,Bitcoin,0.001,92141578.0,3.6e-05,0.0009,0.0001,7,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CVXBTC,B,,,B-CVX_BTC,active
AAVEETH,ETH,AAVE,Aave,Ethereum,0.001,9000000.0,0.00826,0.2065,0.005,4,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AAVEETH,B,,,B-AAVE_ETH,active
KAVAUSDT,USDT,KAVA,KAVA,Tether,0.1,900000.0,0.1816,4.54,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",KAVAUSDT,B,3.0,0.0,B-KAVA_USDT,active
JSTUSDT,USDT,JST,JUST,Tether,0.1,9000000.0,0.005512,0.1378,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",JSTUSDT,B,1.0,0.0,B-JST_USDT,active
LTCETH,ETH,LTC,Litecoin,Ethereum,0.001,9000000.0,0.00981,0.24525,0.005,5,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LTCETH,B,3.0,0.0,B-LTC_ETH,active
MOVRUSDT,USDT,MOVR,Moonriver,Tether,0.001,922327.0,1.7100000000000002,42.75000000000001,10.0,2,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MOVRUSDT,B,1.0,0.0,B-MOVR_USDT,active
PONDUSDT,USDT,POND,Marlin,Tether,0.01,9222449.0,0.002044,0.0511,10.0,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PONDUSDT,B,1.0,0.0,B-POND_USDT,active
OGNUSDT,USDT,OGN,Origin Protocol,Tether,1.0,900000.0,0.0248,0.62,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OGNUSDT,B,1.0,0.0,B-OGN_USDT,active
LUNAUSDT,USDT,LUNA,Terra,Tether,0.01,92141578.0,0.25896,6.474,10.0,4,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LUNAUSDT,B,1.0,0.0,B-LUNA_USDT,active
TRUUSDT,USDT,TRU,TrueFi,Tether,1.0,9222449.0,0.01388,0.347,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TRUUSDT,B,3.0,0.0,B-TRU_USDT,active
SSVBTC,BTC,SSV,ssv.network,Bitcoin,0.01,92141578.0,0.0002237,0.0055925,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SSVBTC,B,,,B-SSV_BTC,active
PORTOUSDT,USDT,PORTO,FC Porto Fan Token,Tether,0.01,92141578.0,0.59978,14.9945,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PORTOUSDT,B,,,B-PORTO_USDT,active
BNXBTC,BTC,BNX,BinaryX,Bitcoin,0.1,8384883677.0,3.762e-06,9.405e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BNXBTC,B,,,B-BNX_BTC,active
GMTUSDT,USDT,GMT,STEPN,Tether,0.1,92141578.0,0.07444,1.861,5.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GMTUSDT,B,,,B-GMT_USDT,active
TUSDT,USDT,T,Threshold,Tether,0.1,92141578.0,0.00706,0.1765,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TUSDT,B,,,B-T_USDT,active
LAZIOBTC,BTC,LAZIO,S.S. Lazio Fan Token,Bitcoin,0.01,92141578.0,2.055e-05,0.00051375,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LAZIOBTC,B,,,B-LAZIO_BTC,active
HARDUSDT,USDT,HARD,HARD Protocol,Tether,1.0,900000.0,0.0363,0.9075,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HARDUSDT,B,2.0,,B-HARD_USDT,active
KDABTC,BTC,KDA,Kadena,Bitcoin,0.01,92141578.0,6.48e-06,0.000162,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",KDABTC,B,,,B-KDA_BTC,active
LITBTC,BTC,LIT,Litentry,Bitcoin,0.1,90000000.0,7.24e-06,0.000181,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LITBTC,B,1.0,0.0,B-LIT_BTC,active
MANABTC,BTC,MANA,Decentraland,Bitcoin,1.0,90000000.0,3.94e-06,9.85e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MANABTC,B,3.0,0.0,B-MANA_BTC,active
ZECBTC,BTC,ZEC,ZCash,Bitcoin,0.001,10000000.0,0.0002586,0.006465,0.0001,6,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ZECBTC,B,1.0,0.0,B-ZEC_BTC,active
MANAUSDT,USDT,MANA,Decentraland,Tether,1.0,900000.0,0.11838,2.9595,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MANAUSDT,B,5.0,0.0,B-MANA_USDT,active
MASKUSDT,USDT,MASK,Mask Network,Tether,0.1,9222449.0,1.0688,26.72,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MASKUSDT,B,5.0,0.0,B-MASK_USDT,active
PSGUSDT,USDT,PSG,Paris Saint-Germain Fan Token,Tether,0.01,90000.0,1.122,28.05,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PSGUSDT,B,1.0,0.0,B-PSG_USDT,active
RPLUSDT,USDT,RPL,Rocket Pool,Tether,0.01,9222449.0,8.722,218.05,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",RPLUSDT,B,,,B-RPL_USDT,active
XEMUSDT,USDT,XEM,NEM,Tether,1.0,9222449.0,0.00794,0.1985,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XEMUSDT,B,2.0,0.0,B-XEM_USDT,active
MATICBTC,BTC,MATIC,Polygon,Bitcoin,0.1,90000000.0,7.294e-06,0.00018235,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MATICBTC,B,10.0,0.0,B-MATIC_BTC,active
ZILBNB,BNB,ZIL,Zilliqa,Binance Coin,1.0,9000000.0,1.812e-05,0.000453,0.05,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ZILBNB,B,,,B-ZIL_BNB,active
MBLUSDT,USDT,MBL,MovieBloc,Tether,1.0,92141578.0,0.0006668,0.01667,10.0,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MBLUSDT,B,1.0,0.0,B-MBL_USDT,active
ZENUSDT,USDT,ZEN,Horizen,Tether,0.01,900000.0,2.084,52.1,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ZENUSDT,B,3.0,0.0,B-ZEN_USDT,active
MINAUSDT,USDT,MINA,Mina,Tether,0.1,9222449.0,0.1458,3.645,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MINAUSDT,B,8.0,0.0,B-MINA_USDT,active
CYBERUSDT,USDT,CYBER,CyberConnect,Tether,0.01,92141578.0,0.001,1000.0,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CYBERUSDT,B,,,B-CYBER_USDT,active
MKRUSDT,USDT,MKR,Maker,Tether,0.0001,90000.0,142.0,3550.0,10.0,0,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MKRUSDT,B,7.0,0.0,B-MKR_USDT,active
CYBERBTC,BTC,CYBER,CyberConnect,Bitcoin,0.01,92141578.0,1e-08,1000.0,0.001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CYBERBTC,B,,,B-CYBER_BTC,active
SUPERUSDT,USDT,SUPER,SuperFarm,Tether,1.0,9222449.0,0.0281,0.7025,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SUPERUSDT,B,1.0,0.0,B-SUPER_USDT,active
CYBERBNB,BNB,CYBER,CyberConnect,Binance Coin,0.01,92141578.0,1e-06,1000.0,0.1,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CYBERBNB,B,,,B-CYBER_BNB,active
RLCBTC,BTC,RLC,iExec RLC,Bitcoin,0.1,90000000.0,1.1392e-05,0.0002848,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",RLCBTC,B,1.0,0.0,B-RLC_BTC,active
DYDXBNB,BNB,DYDX,dYdX,Binance Coin,0.01,8384883677.0,0.0015306,0.038265,0.05,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DYDXBNB,B,,,B-DYDX_BNB,active
KAVABNB,BNB,KAVA,KAVA,Binance Coin,0.1,9000000.0,0.0005606,0.014015,0.05,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",KAVABNB,B,,,B-KAVA_BNB,active
FIOBTC,BTC,FIO,FIO Protocol,Bitcoin,1.0,90000000.0,2.28e-07,5.7e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FIOBTC,B,0.0,0.0,B-FIO_BTC,active
XNOBTC,BTC,XNO,Nano,Bitcoin,0.01,92141578.0,6.022e-06,0.00015055,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XNOBTC,B,,,B-XNO_BTC,active
MTLUSDT,USDT,MTL,Metal DAO,Tether,0.1,900000.0,0.2502,6.255,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MTLUSDT,B,4.0,0.0,B-MTL_USDT,active
SSVETH,ETH,SSV,ssv.network,Ethereum,0.01,92141578.0,0.0035898,0.089745,0.005,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SSVETH,B,,,B-SSV_ETH,active
EOSUSDT,USDT,EOS,EOS,Tether,0.1,900000.0,0.2418,6.045,10.0,3,1,0.1,"['take_profit_limit', 'take_profit', 'stop_limit', 'market_order', 'limit_order']",EOSUSDT,B,10.0,0.0,B-EOS_USDT,active
LINKUSDT,USDT,LINK,Chainlink,Tether,0.01,90000.0,1.4358,35.895,5.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LINKUSDT,B,10.0,0.0,B-LINK_USDT,active
MKRBTC,BTC,MKR,Maker,Bitcoin,0.0001,10000000.0,0.00474,0.1185,0.0001,5,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MKRBTC,B,1.0,0.0,B-MKR_BTC,active
NEARBTC,BTC,NEAR,NEAR Protocol,Bitcoin,0.1,90000000.0,1.349e-05,0.00033725,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NEARBTC,B,1.0,0.0,B-NEAR_BTC,active
ONTUSDT,USDT,ONT,Ontology,Tether,1.0,900000.0,0.0493,1.2325,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ONTUSDT,B,2.0,0.0,B-ONT_USDT,active
NEOETH,ETH,NEO,NEO,Ethereum,0.01,90000000.0,0.001296,0.0324,0.005,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NEOETH,B,1.0,0.0,B-NEO_ETH,active
NEOUSDT,USDT,NEO,NEO,Tether,0.01,90000.0,2.43,60.75,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NEOUSDT,B,5.0,0.0,B-NEO_USDT,active
NKNBTC,BTC,NKN,NKN,Bitcoin,1.0,90000000.0,8.3e-07,2.075e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NKNBTC,B,1.0,0.0,B-NKN_BTC,active
NKNUSDT,USDT,NKN,NKN,Tether,1.0,9000000.0,0.0251,0.6275,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NKNUSDT,B,2.0,0.0,B-NKN_USDT,active
NMRBTC,BTC,NMR,Numeraire,Bitcoin,0.01,10000000.0,0.000126,0.00315,0.0001,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NMRBTC,B,1.0,0.0,B-NMR_BTC,active
SUIUSDT,USDT,SUI,Sui,Tether,0.1,92141578.0,0.0001,1000.0,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SUIUSDT,B,,,B-SUI_USDT,active
ETCUSDT,USDT,ETC,Ethereum Classic,Tether,0.01,90000.0,4.238,105.95,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETCUSDT,B,10.0,0.0,B-ETC_USDT,active
LTCBTC,BTC,LTC,Litecoin,Bitcoin,0.001,100000.0,0.000614,0.01535,0.0001,6,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LTCBTC,B,10.0,0.0,B-LTC_BTC,active
XMRUSDT,USDT,XMR,Monero,Tether,0.001,90000.0,32.14,803.5,10.0,1,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XMRUSDT,B,10.0,0.0,B-XMR_USDT,active
XLMUSDT,USDT,XLM,Stellar Lumens,Tether,1.0,9000000.0,0.02074,0.5185,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XLMUSDT,B,10.0,0.0,B-XLM_USDT,active
TRXUSDT,USDT,TRX,Tron,Tether,0.1,9000000.0,0.012776000000000003,0.3194000000000001,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TRXUSDT,B,10.0,0.0,B-TRX_USDT,active
NULSBTC,BTC,NULS,Nuls,Bitcoin,1.0,90000000.0,1.796e-06,4.49e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NULSBTC,B,1.0,0.0,B-NULS_BTC,active
LTCUSDT,USDT,LTC,Litecoin,Tether,0.001,90000.0,18.454,461.35,5.0,2,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LTCUSDT,B,10.0,0.0,B-LTC_USDT,active
HBARUSDT,USDT,HBAR,Hedera Hashgraph,Tether,1.0,9000000.0,0.01276,0.319,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HBARUSDT,B,10.0,0.0,B-HBAR_USDT,active
OAXBTC,BTC,OAX,OAX,Bitcoin,1.0,90000000.0,1.718e-06,4.295e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OAXBTC,B,2.0,0.0,B-OAX_BTC,active
OCEANBTC,BTC,OCEAN,Ocean Protocol,Bitcoin,1.0,90000000.0,2.478e-06,6.195e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OCEANBTC,B,1.0,0.0,B-OCEAN_BTC,active
OMBTC,BTC,OM,MANTRA DAO,Bitcoin,1.0,90000000.0,2.46e-07,6.15e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OMBTC,B,2.0,0.0,B-OM_BTC,active
SUIBNB,BNB,SUI,Sui,Binance Coin,0.1,92141578.0,1e-06,1000.0,0.1,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SUIBNB,B,,,B-SUI_BNB,active
ONEBTC,BTC,ONE,Harmony,Bitcoin,1.0,90000000.0,1.44e-07,3.6e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ONEBTC,B,10.0,0.0,B-ONE_BTC,active
ONEUSDT,USDT,ONE,Harmony,Tether,0.1,9000000.0,0.004394,0.10985,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ONEUSDT,B,2.0,0.0,B-ONE_USDT,active
ONGBTC,BTC,ONG,Ontology Gas,Bitcoin,1.0,90000000.0,1.976e-06,4.94e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'limit_order']",ONGBTC,B,2.0,0.0,B-ONG_BTC,active
QKCBTC,BTC,QKC,QuarkChain,Bitcoin,1.0,90000000.0,7.4e-08,1.85e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",QKCBTC,B,2.0,0.0,B-QKC_BTC,active
SUIBTC,BTC,SUI,Sui,Bitcoin,0.1,92141578.0,1e-08,1000.0,0.001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SUIBTC,B,,,B-SUI_BTC,active
ONGUSDT,USDT,ONG,Ontology Gas,Tether,1.0,900000.0,0.0593,1.4825,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ONGUSDT,B,1.0,0.0,B-ONG_USDT,active
QNTUSDT,USDT,QNT,Quant,Tether,0.001,922327.0,24.56,614.0,10.0,1,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",QNTUSDT,B,4.0,0.0,B-QNT_USDT,active
DEXEUSDT,USDT,DEXE,DeXe,Tether,0.01,92141578.0,0.001,1000.0,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DEXEUSDT,B,,,B-DEXE_USDT,active
PERPBTC,BTC,PERP,Perpetual Protocol,Bitcoin,0.01,90000000.0,5.254e-06,0.00013135,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PERPBTC,B,2.0,0.0,B-PERP_BTC,active
STEEMBTC,BTC,STEEM,STEEM,Bitcoin,1.0,90000000.0,1.43e-06,3.575e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",STEEMBTC,B,2.0,0.0,B-STEEM_BTC,active
PERPUSDT,USDT,PERP,Perpetual Protocol,Tether,0.01,90000.0,0.15793,3.94825,10.0,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PERPUSDT,B,1.0,0.0,B-PERP_USDT,active
PHBBTC,BTC,PHB,Phoenix Global,Bitcoin,0.1,92141578.0,7.02e-06,0.0001755,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PHBBTC,B,2.0,0.0,B-PHB_BTC,active
PIVXBTC,BTC,PIVX,PIVX,Bitcoin,1.0,90000000.0,2.61e-06,6.525e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PIVXBTC,B,2.0,0.0,B-PIVX_BTC,active
PNTUSDT,USDT,PNT,pNetwork Token,Tether,1.0,900000.0,0.04174,1.0435,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PNTUSDT,B,1.0,0.0,B-PNT_USDT,active
PONDBTC,BTC,POND,Marlin,Bitcoin,1.0,90000000.0,6.8e-08,1.7e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PONDBTC,B,7.0,0.0,B-POND_BTC,active
POWRETH,ETH,POWR,Powerledger,Ethereum,1.0,90000000.0,2.13e-05,0.0005325,0.005,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",POWRETH,B,1.0,0.0,B-POWR_ETH,active
